batter,runs,balls_faced,matches_batting,dismissals,batting_average,batting_strike_rate,total_balls,dot_balls,boundaries,fours,sixes,dot_ball_percentage,boundary_percentage,runs_per_boundary,thirties,fifties,hundreds
P Negi,365,301,35,26,14.038461538461538,121.26245847176081,301,124,43,27,16,41.19601328903654,14.285714285714285,8.488372093023257,3,0,0
P Parameswaran,1,3,2,0,1.0,33.33333333333333,3,2,0,0,0,66.66666666666666,0.0,1.0,0,0,0
P Ray Barman,19,25,1,1,19.0,76.0,25,12,2,2,0,48.0,8.0,9.5,0,0,0
P Sahu,19,13,2,0,19.0,146.15384615384613,13,4,2,1,1,30.76923076923077,15.384615384615385,9.5,0,0,0
P Simran Singh,756,528,34,35,21.6,143.1818181818182,528,241,119,78,41,45.64393939393939,22.53787878787879,6.352941176470588,5,3,1
PA Patel,2848,2442,136,127,22.4251968503937,116.62571662571663,2442,1081,414,365,49,44.26699426699427,16.953316953316953,6.879227053140097,24,13,0
PA Reddy,164,167,10,10,16.4,98.20359281437125,167,72,17,15,2,43.11377245508982,10.179640718562874,9.647058823529411,1,0,0
PBB Rajapaksa,277,201,13,12,23.083333333333332,137.81094527363186,201,80,37,22,15,39.800995024875625,18.407960199004975,7.486486486486487,4,1,0
PC Valthaty,505,432,23,22,22.954545454545453,116.89814814814814,432,230,81,61,20,53.24074074074075,18.75,6.234567901234568,2,2,1
PD Collingwood,203,159,7,4,50.75,127.67295597484276,159,60,22,9,13,37.735849056603776,13.836477987421384,9.227272727272727,0,3,0
PD Salt,653,385,21,20,32.65,169.6103896103896,385,144,108,74,34,37.4025974025974,28.05194805194805,6.046296296296297,3,6,0
PJ Cummins,515,359,39,29,17.75862068965517,143.4540389972145,359,150,67,33,34,41.78272980501393,18.662952646239557,7.686567164179104,4,3,0
PJ Sangwan,26,47,14,8,3.25,55.319148936170215,47,27,1,1,0,57.446808510638306,2.127659574468085,26.0,0,0,0
PK Garg,273,247,19,19,14.368421052631579,110.5263157894737,247,94,25,16,9,38.05668016194332,10.121457489878543,10.92,1,1,0
PM Sarvesh Kumar,1,2,1,0,1.0,50.0,2,1,0,0,0,50.0,0.0,1.0,0,0,0
PN Mankad,97,75,5,3,32.333333333333336,129.33333333333331,75,32,15,13,2,42.66666666666667,20.0,6.466666666666667,0,1,0
PP Chawla,624,580,86,57,10.947368421052632,107.58620689655172,580,263,76,56,20,45.3448275862069,13.10344827586207,8.210526315789474,0,0,0
PP Ojha,16,45,19,10,1.6,35.55555555555556,45,30,0,0,0,66.66666666666666,0.0,16.0,0,0,0
PP Shaw,1892,1321,79,77,24.571428571428573,143.22482967448903,1321,522,299,238,61,39.51551854655564,22.63436790310371,6.327759197324415,11,14,0
PR Shah,92,97,9,8,11.5,94.84536082474226,97,50,11,9,2,51.546391752577314,11.34020618556701,8.363636363636363,0,0,0
PSP Handscomb,6,12,1,1,6.0,50.0,12,6,0,0,0,50.0,0.0,6.0,0,0,0
PV Tambe,18,39,6,1,18.0,46.15384615384615,39,24,1,1,0,61.53846153846154,2.564102564102564,18.0,0,0,0
PVD Chameera,43,32,7,3,14.333333333333334,134.375,32,16,6,3,3,50.0,18.75,7.166666666666667,0,0,0
PWH de Silva,72,80,14,11,6.545454545454546,90.0,80,40,8,7,1,50.0,10.0,9.0,0,0,0
Pankaj Singh,7,12,5,2,3.5,58.333333333333336,12,6,0,0,0,50.0,0.0,7.0,0,0,0
Parvez Rasool,17,20,4,2,8.5,85.0,20,7,1,1,0,35.0,5.0,17.0,0,0,0
Q de Kock,3160,2410,107,101,31.287128712871286,131.12033195020746,2410,966,439,316,123,40.08298755186722,18.21576763485477,7.198177676537585,16,23,2
R Ashwin,800,698,89,59,13.559322033898304,114.61318051575931,698,267,89,61,28,38.25214899713467,12.750716332378223,8.98876404494382,4,1,0
R Bhatia,342,290,47,29,11.793103448275861,117.9310344827586,290,110,37,24,13,37.93103448275862,12.758620689655173,9.243243243243244,0,0,0
R Bishnoi,19,17,3,3,6.333333333333333,111.76470588235294,17,11,3,1,2,64.70588235294117,17.647058823529413,6.333333333333333,0,0,0
R Dhawan,210,188,22,10,21.0,111.70212765957446,188,85,25,18,7,45.21276595744681,13.297872340425531,8.4,0,0,0
R Dravid,2174,1918,82,77,28.233766233766232,113.34723670490095,1918,819,297,269,28,42.700729927007295,15.48488008342023,7.31986531986532,21,11,0
R McLaren,159,178,13,8,19.875,89.32584269662921,178,76,15,14,1,42.69662921348314,8.426966292134832,10.6,1,1,0
R Ninan,3,6,1,1,3.0,50.0,6,3,0,0,0,50.0,0.0,3.0,0,0,0
R Parag,1173,909,58,47,24.95744680851064,129.04290429042905,909,344,144,84,60,37.843784378437846,15.841584158415841,8.145833333333334,8,6,0
R Powell,360,254,22,20,18.0,141.73228346456693,254,111,49,21,28,43.7007874015748,19.291338582677163,7.346938775510204,4,1,0
R Rampaul,51,52,7,5,10.2,98.07692307692307,52,26,5,3,2,50.0,9.615384615384617,10.2,0,0,0
R Ravindra,222,146,10,9,24.666666666666668,152.05479452054794,146,56,34,22,12,38.35616438356164,23.28767123287671,6.529411764705882,2,1,0
R Sai Kishore,13,6,1,1,13.0,216.66666666666666,6,3,2,0,2,50.0,33.33333333333333,6.5,0,0,0
R Sanjay Yadav,0,2,1,1,0.0,0.0,2,2,0,0,0,100.0,0.0,0.0,0,0,0
R Sathish,270,236,24,16,16.875,114.40677966101696,236,92,28,22,6,38.983050847457626,11.864406779661017,9.642857142857142,0,0,0
R Sharma,66,77,19,11,6.0,85.71428571428571,77,48,8,5,3,62.33766233766234,10.38961038961039,8.25,0,0,0
R Shepherd,115,68,9,6,19.166666666666668,169.11764705882354,68,29,17,7,10,42.64705882352941,25.0,6.764705882352941,1,0,0
R Shukla,19,23,4,2,9.5,82.6086956521739,23,10,2,2,0,43.47826086956522,8.695652173913043,9.5,0,0,0
R Tewatia,1013,788,65,43,23.558139534883722,128.55329949238578,788,310,131,84,47,39.340101522842644,16.624365482233504,7.732824427480916,11,1,0
R Vinay Kumar,310,289,42,26,11.923076923076923,107.26643598615917,289,118,30,21,9,40.830449826989614,10.380622837370241,10.333333333333334,0,0,0
RA Bawa,11,14,2,2,5.5,78.57142857142857,14,7,1,1,0,50.0,7.142857142857142,11.0,0,0,0
RA Jadeja,2959,2378,180,114,25.95614035087719,124.4322960470984,2378,824,322,215,107,34.65096719932716,13.540790580319594,9.18944099378882,22,3,0
RA Tripathi,2236,1650,93,81,27.604938271604937,135.51515151515153,1650,622,307,223,84,37.696969696969695,18.606060606060606,7.283387622149837,20,12,0
RD Chahar,129,127,22,16,8.0625,101.5748031496063,127,70,18,13,5,55.118110236220474,14.173228346456693,7.166666666666667,0,0,0
RD Gaikwad,2380,1781,65,56,42.5,133.63279056709715,1781,638,308,217,91,35.82257158899495,17.29365524985963,7.7272727272727275,16,18,2
RE Levi,83,74,6,6,13.833333333333334,112.16216216216218,74,41,14,10,4,55.4054054054054,18.91891891891892,5.928571428571429,0,1,0
RE van der Merwe,159,144,15,12,13.25,110.41666666666667,144,66,19,11,8,45.83333333333333,13.194444444444445,8.368421052631579,2,0,0
RG More,2,2,1,0,2.0,100.0,2,0,0,0,0,0.0,0.0,2.0,0,0,0
RG Sharma,6630,5183,251,232,28.57758620689655,127.91819409608335,5183,2036,880,599,281,39.28226895620297,16.978583831757668,7.534090909090909,49,43,2
RJ Gleeson,2,2,1,0,2.0,100.0,2,1,0,0,0,50.0,0.0,2.0,0,0,0
RJ Harris,117,112,21,12,9.75,104.46428571428572,112,46,9,6,3,41.07142857142857,8.035714285714286,13.0,0,0,0
RJ Peterson,32,32,5,3,10.666666666666666,100.0,32,15,4,3,1,46.875,12.5,8.0,0,0,0
RJ Quiney,103,105,7,7,14.714285714285714,98.09523809523809,105,57,15,12,3,54.285714285714285,14.285714285714285,6.866666666666666,0,1,0
RJW Topley,3,6,1,0,3.0,50.0,6,3,0,0,0,50.0,0.0,3.0,0,0,0
RK Bhui,10,27,4,4,2.5,37.03703703703704,27,19,0,0,0,70.37037037037037,0.0,10.0,0,0,0
RK Singh,893,654,40,29,30.79310344827586,136.54434250764527,654,237,113,67,46,36.23853211009174,17.2782874617737,7.902654867256637,7,4,0
RM Patidar,799,534,24,24,33.291666666666664,149.625468164794,534,190,105,51,54,35.580524344569284,19.662921348314608,7.609523809523809,5,7,1
RN ten Doeschate,326,238,21,17,19.176470588235293,136.9747899159664,238,80,41,26,15,33.61344537815126,17.22689075630252,7.951219512195122,3,1,0
RP Meredith,0,3,2,1,0.0,0.0,3,3,0,0,0,100.0,0.0,0.0,0,0,0
RP Singh,52,78,28,15,3.466666666666667,66.66666666666666,78,41,3,2,1,52.56410256410257,3.8461538461538463,17.333333333333332,0,0,0
RR Bhatkal,0,2,1,2,0.0,0.0,2,2,0,0,0,100.0,0.0,0.0,0,0,0
RR Pant,3297,2296,110,96,34.34375,143.59756097560975,2296,812,452,298,154,35.36585365853659,19.686411149825783,7.29424778761062,31,18,1
RR Powar,67,64,9,3,22.333333333333332,104.6875,64,27,7,6,1,42.1875,10.9375,9.571428571428571,0,0,0
RR Raje,20,18,5,1,20.0,111.11111111111111,18,6,2,1,1,33.33333333333333,11.11111111111111,10.0,0,0,0
RR Rossouw,473,321,22,21,22.523809523809526,147.35202492211837,321,129,70,45,25,40.18691588785047,21.806853582554517,6.757142857142857,5,2,0
RR Sarwan,73,78,4,3,24.333333333333332,93.58974358974359,78,34,7,6,1,43.58974358974359,8.974358974358974,10.428571428571429,1,0,0
RS Bopara,531,468,22,19,27.94736842105263,113.46153846153845,468,175,55,39,16,37.39316239316239,11.752136752136751,9.654545454545454,3,3,0
RS Gavaskar,2,8,1,1,2.0,25.0,8,6,0,0,0,75.0,0.0,2.0,0,0,0
RS Sodhi,4,2,1,0,4.0,200.0,2,1,1,1,0,50.0,50.0,4.0,0,0,0
RT Ponting,91,129,9,8,11.375,70.54263565891473,129,69,7,5,2,53.48837209302325,5.426356589147287,13.0,0,0,0
RV Gomez,50,53,9,7,7.142857142857143,94.33962264150944,53,27,6,5,1,50.943396226415096,11.320754716981133,8.333333333333334,0,0,0
RV Patel,80,76,7,5,16.0,105.26315789473684,76,29,8,6,2,38.15789473684211,10.526315789473683,10.0,0,0,0
RV Uthappa,4954,3927,197,184,26.92391304347826,126.15227909345556,3927,1598,663,481,182,40.692640692640694,16.883116883116884,7.47209653092006,45,27,0
Rahmanullah Gurbaz,289,228,13,13,22.23076923076923,126.75438596491229,228,119,43,24,19,52.19298245614035,18.859649122807017,6.72093023255814,1,2,0
Ramandeep Singh,170,106,13,6,28.333333333333332,160.37735849056605,106,37,21,8,13,34.90566037735849,19.81132075471698,8.095238095238095,1,0,0
Rashid Khan,545,355,58,37,14.72972972972973,153.52112676056336,355,149,77,39,38,41.971830985915496,21.69014084507042,7.077922077922078,5,1,0
Rasikh Salam,40,40,6,5,8.0,100.0,40,19,5,5,0,47.5,12.5,8.0,0,0,0
Ravi Bishnoi,32,52,14,7,4.571428571428571,61.53846153846154,52,30,2,2,0,57.692307692307686,3.8461538461538463,16.0,0,0,0
S Anirudha,136,121,12,8,17.0,112.39669421487604,121,54,16,9,7,44.62809917355372,13.223140495867769,8.5,0,1,0
S Aravind,59,59,10,3,19.666666666666668,100.0,59,26,7,7,0,44.06779661016949,11.864406779661017,8.428571428571429,0,0,0
S Badree,13,25,5,5,2.6,52.0,25,14,0,0,0,56.00000000000001,0.0,13.0,0,0,0
S Badrinath,1441,1245,65,48,30.020833333333332,115.74297188755021,1245,493,182,154,28,39.598393574297184,14.61847389558233,7.917582417582418,12,11,0
S Chanderpaul,25,33,3,3,8.333333333333334,75.75757575757575,33,20,4,4,0,60.60606060606061,12.121212121212121,6.25,0,0,0
S Dhawan,6769,5483,221,194,34.891752577319586,123.45431333211745,5483,2136,921,768,153,38.9567754878716,16.797373700528908,7.3496199782844736,42,51,2
S Dube,1502,1077,61,50,30.04,139.46146703806872,1077,404,187,86,101,37.511606313834726,17.36304549675023,8.032085561497325,9,9,0
S Gopal,180,173,22,13,13.846153846153847,104.04624277456647,173,71,21,19,2,41.040462427745666,12.138728323699421,8.571428571428571,0,0,0
S Kaul,20,36,9,3,6.666666666666667,55.55555555555556,36,23,1,1,0,63.888888888888886,2.7777777777777777,20.0,0,0,0
S Kaushik,0,1,1,1,0.0,0.0,1,1,0,0,0,100.0,0.0,0.0,0,0,0
S Ladda,0,10,2,2,0.0,0.0,10,10,0,0,0,100.0,0.0,0.0,0,0,0
S Lamichhane,0,1,1,1,0.0,0.0,1,1,0,0,0,100.0,0.0,0.0,0,0,0
S Nadeem,39,88,20,16,2.4375,44.31818181818182,88,58,2,2,0,65.9090909090909,2.272727272727273,19.5,0,0,0
S Narwal,37,29,4,4,9.25,127.58620689655173,29,12,6,6,0,41.37931034482759,20.689655172413794,6.166666666666667,0,0,0
S Rana,91,82,8,5,18.2,110.97560975609757,82,33,10,9,1,40.243902439024396,12.195121951219512,9.1,0,0,0
S Randiv,2,4,1,1,2.0,50.0,4,3,0,0,0,75.0,0.0,2.0,0,0,0
S Sohal,368,311,20,18,20.444444444444443,118.32797427652733,311,158,52,34,18,50.80385852090033,16.720257234726688,7.076923076923077,4,2,0
S Sreesanth,34,57,12,3,11.333333333333334,59.64912280701754,57,43,6,6,0,75.43859649122807,10.526315789473683,5.666666666666667,0,0,0
S Sriram,31,38,2,2,15.5,81.57894736842105,38,18,3,3,0,47.368421052631575,7.894736842105263,10.333333333333334,0,0,0
S Tyagi,3,4,1,0,3.0,75.0,4,1,0,0,0,25.0,0.0,3.0,0,0,0
S Vidyut,145,115,8,8,18.125,126.08695652173914,115,55,24,21,3,47.82608695652174,20.869565217391305,6.041666666666667,1,1,0
SA Abbott,22,18,3,2,11.0,122.22222222222223,18,10,3,1,2,55.55555555555556,16.666666666666664,7.333333333333333,0,0,0
SA Asnodkar,423,352,19,19,22.263157894736842,120.17045454545455,352,164,66,56,10,46.590909090909086,18.75,6.409090909090909,5,2,0
SA Yadav,3594,2522,135,112,32.089285714285715,142.50594766058683,2522,900,515,385,130,35.68596352101507,20.420301348136398,6.978640776699029,24,24,2
SB Bangar,49,58,7,6,8.166666666666666,84.48275862068965,58,28,4,1,3,48.275862068965516,6.896551724137931,12.25,0,0,0
SB Dubey,33,21,3,2,16.5,157.14285714285714,21,7,5,3,2,33.33333333333333,23.809523809523807,6.6,0,0,0
SB Jakati,28,30,5,2,14.0,93.33333333333333,30,12,3,3,0,40.0,10.0,9.333333333333334,0,0,0
SB Joshi,6,16,2,2,3.0,37.5,16,10,0,0,0,62.5,0.0,6.0,0,0,0
SB Styris,131,134,10,7,18.714285714285715,97.76119402985076,134,53,13,10,3,39.55223880597015,9.701492537313433,10.076923076923077,1,0,0
SB Wagh,2,3,2,2,1.0,66.66666666666666,3,2,0,0,0,66.66666666666666,0.0,2.0,0,0,0
SC Ganguly,1349,1326,56,54,24.98148148148148,101.73453996983409,1326,662,179,137,42,49.924585218702866,13.499245852187029,7.5363128491620115,14,7,0
SD Chitnis,99,92,8,7,14.142857142857142,107.6086956521739,92,38,12,10,2,41.30434782608695,13.043478260869565,8.25,1,0,0
SD Hope,183,125,9,8,22.875,146.4,125,48,24,12,12,38.4,19.2,7.625,3,0,0
SD Lad,15,13,1,1,15.0,115.38461538461537,13,8,2,1,1,61.53846153846154,15.384615384615385,7.5,0,0,0
SE Bond,1,2,1,1,1.0,50.0,2,1,0,0,0,50.0,0.0,1.0,0,0,0
SE Marsh,2489,1913,69,65,38.292307692307695,130.10977522216413,1913,736,347,269,78,38.47360167276529,18.13904861474124,7.172910662824208,16,20,1
SE Rutherford,106,107,9,7,15.142857142857142,99.06542056074767,107,54,11,3,8,50.467289719626166,10.2803738317757,9.636363636363637,0,0,0
SH Johnson,6,7,3,0,6.0,85.71428571428571,7,4,1,1,0,57.14285714285714,14.285714285714285,6.0,0,0,0
SJ Srivastava,5,5,4,1,5.0,100.0,5,1,0,0,0,20.0,0.0,5.0,0,0,0
SK Raina,5536,4177,200,168,32.95238095238095,132.53531242518554,4177,1476,710,506,204,35.336365812784294,16.997845343548,7.79718309859155,37,39,1
SK Trivedi,42,61,14,8,5.25,68.85245901639344,61,37,4,3,1,60.65573770491803,6.557377049180328,10.5,0,0,0
SK Warne,198,219,27,19,10.421052631578947,90.41095890410958,219,105,20,14,6,47.94520547945205,9.1324200913242,9.9,1,0,0
SL Malinga,88,103,20,12,7.333333333333333,85.43689320388349,103,59,11,6,5,57.28155339805825,10.679611650485436,8.0,0,0,0
SM Curran,883,673,48,36,24.52777777777778,131.2035661218425,673,251,111,74,37,37.295690936106986,16.493313521545318,7.954954954954955,3,5,0
SM Harwood,9,14,2,0,9.0,64.28571428571429,14,7,0,0,0,50.0,0.0,9.0,0,0,0
SM Katich,241,191,11,10,24.1,126.17801047120419,191,85,34,26,8,44.50261780104712,17.801047120418847,7.088235294117647,1,2,0
SM Pollock,147,116,8,8,18.375,126.72413793103448,116,47,20,12,8,40.51724137931034,17.24137931034483,7.35,2,0,0
SMSM Senanayake,10,17,4,1,10.0,58.82352941176471,17,8,0,0,0,47.05882352941176,0.0,10.0,0,0,0
SN Khan,585,456,36,29,20.17241379310345,128.28947368421052,456,161,77,63,14,35.30701754385965,16.885964912280702,7.597402597402597,8,1,0
SN Thakur,307,228,35,23,13.347826086956522,134.64912280701756,228,84,40,27,13,36.84210526315789,17.543859649122805,7.675,0,1,0
SO Hetmyer,1243,854,65,40,31.075,145.5503512880562,854,315,158,76,82,36.885245901639344,18.501170960187356,7.867088607594937,12,4,0
SP Fleming,196,171,10,9,21.77777777777778,114.61988304093566,171,86,30,27,3,50.29239766081871,17.543859649122805,6.533333333333333,3,0,0
SP Goswami,293,307,21,20,14.65,95.43973941368078,307,144,35,32,3,46.90553745928339,11.400651465798045,8.371428571428572,2,1,0
SP Jackson,61,57,8,6,10.166666666666666,107.01754385964912,57,20,6,5,1,35.08771929824561,10.526315789473683,10.166666666666666,0,0,0
SP Narine,1534,984,106,84,18.261904761904763,155.8943089430894,984,470,261,164,97,47.764227642276424,26.52439024390244,5.8773946360153255,7,7,1
SPD Smith,2495,1999,93,78,31.987179487179485,124.81240620310155,1999,660,286,226,60,33.01650825412706,14.307153576788394,8.723776223776223,24,11,1
SR Tendulkar,2334,2044,78,71,32.87323943661972,114.18786692759295,2044,874,325,296,29,42.759295499021526,15.900195694716244,7.181538461538461,23,13,1
SR Watson,3880,2892,141,126,30.793650793650794,134.1632088520055,2892,1248,567,377,190,43.15352697095436,19.605809128630707,6.843033509700176,27,21,4
SS Cottrell,0,2,1,1,0.0,0.0,2,2,0,0,0,100.0,0.0,0.0,0,0,0
SS Iyer,3131,2545,114,102,30.69607843137255,123.02554027504911,2545,958,385,272,113,37.642436149312374,15.12770137524558,8.132467532467533,25,21,0
SS Prabhudessai,126,113,10,9,14.0,111.50442477876106,113,56,15,11,4,49.557522123893804,13.274336283185843,8.4,1,0,0
SS Shaikh,6,7,1,0,6.0,85.71428571428571,7,4,1,1,0,57.14285714285714,14.285714285714285,6.0,0,0,0
SS Tiwary,1494,1291,73,50,29.88,115.72424477149497,1291,479,161,111,50,37.10302091402014,12.470952749806353,9.279503105590063,12,8,0
ST Jayasuriya,768,573,30,29,26.482758620689655,134.03141361256544,573,292,123,84,39,50.959860383944154,21.465968586387437,6.2439024390243905,5,4,1
STR Binny,880,700,66,44,20.0,125.71428571428571,700,268,101,66,35,38.285714285714285,14.428571428571429,8.712871287128714,10,0,0
SV Samson,4419,3270,162,142,31.119718309859156,135.1376146788991,3270,1184,558,352,206,36.20795107033639,17.06422018348624,7.919354838709677,32,25,3
SW Billings,503,399,27,26,19.346153846153847,126.06516290726817,399,152,60,40,20,38.095238095238095,15.037593984962406,8.383333333333333,2,3,0
SW Tait,23,26,5,3,7.666666666666667,88.46153846153845,26,11,2,1,1,42.30769230769231,7.6923076923076925,11.5,0,0,0
SZ Mulani,1,1,1,0,1.0,100.0,1,0,0,0,0,0.0,0.0,1.0,0,0,0
Sachin Baby,144,123,11,10,14.4,117.07317073170731,123,50,16,11,5,40.65040650406504,13.008130081300814,9.0,1,0,0
Salman Butt,193,172,7,7,27.571428571428573,112.20930232558139,172,86,32,30,2,50.0,18.6046511627907,6.03125,1,1,0
Sameer Rizvi,51,43,5,4,12.75,118.6046511627907,43,19,6,4,2,44.18604651162791,13.953488372093023,8.5,0,0,0
Sandeep Sharma,54,73,25,5,10.8,73.97260273972603,73,33,4,4,0,45.20547945205479,5.47945205479452,13.5,0,0,0
Sanvir Singh,25,22,5,2,12.5,113.63636363636364,22,9,3,2,1,40.909090909090914,13.636363636363635,8.333333333333334,0,0,0
Saurav Chauhan,18,16,3,3,6.0,112.5,16,7,2,1,1,43.75,12.5,9.0,0,0,0
Shahbaz Ahmed,536,467,37,29,18.482758620689655,114.77516059957173,467,182,53,28,25,38.97216274089936,11.349036402569594,10.11320754716981,4,1,0
Shahid Afridi,81,46,9,8,10.125,176.08695652173913,46,20,13,7,6,43.47826086956522,28.26086956521739,6.230769230769231,1,0,0
Shakib Al Hasan,795,665,52,40,19.875,119.54887218045114,665,239,94,73,21,35.93984962406015,14.135338345864662,8.457446808510639,5,2,0
Shashank Singh,423,272,19,11,38.45454545454545,155.51470588235296,272,89,58,33,25,32.720588235294116,21.323529411764707,7.293103448275862,3,2,0
Shivam Mavi,51,58,11,9,5.666666666666667,87.93103448275862,58,32,6,4,2,55.172413793103445,10.344827586206897,8.5,0,0,0
Shivam Sharma,5,3,2,1,5.0,166.66666666666669,3,1,1,1,0,33.33333333333333,33.33333333333333,5.0,0,0,0
Shivam Singh,2,3,1,0,2.0,66.66666666666666,3,1,0,0,0,33.33333333333333,0.0,2.0,0,0,0
Shoaib Ahmed,1,6,3,2,0.5,16.666666666666664,6,5,0,0,0,83.33333333333334,0.0,1.0,0,0,0
Shoaib Akhtar,2,8,1,1,2.0,25.0,8,6,0,0,0,75.0,0.0,2.0,0,0,0
Shoaib Malik,52,49,5,4,13.0,106.12244897959184,49,16,5,5,0,32.6530612244898,10.204081632653061,10.4,0,0,0
Shubman Gill,3216,2432,99,86,37.395348837209305,132.23684210526315,2432,823,405,310,95,33.84046052631579,16.652960526315788,7.940740740740741,23,20,4
Sikandar Raza,182,143,9,7,26.0,127.27272727272727,143,59,20,12,8,41.25874125874126,13.986013986013987,9.1,1,1,0
Simarjeet Singh,7,8,3,1,7.0,87.5,8,3,0,0,0,37.5,0.0,7.0,0,0,0
Sohail Tanvir,36,31,5,3,12.0,116.12903225806453,31,11,4,3,1,35.483870967741936,12.903225806451612,9.0,0,0,0
Sumit Kumar,18,26,3,2,9.0,69.23076923076923,26,19,3,2,1,73.07692307692307,11.538461538461538,6.0,0,0,0
Sunny Gupta,0,1,1,1,0.0,0.0,1,1,0,0,0,100.0,0.0,0.0,0,0,0
Sunny Singh,43,31,5,4,10.75,138.70967741935485,31,12,7,6,1,38.70967741935484,22.58064516129032,6.142857142857143,0,0,0
Swapnil Singh,51,46,9,5,10.2,110.86956521739131,46,21,6,3,3,45.65217391304348,13.043478260869565,8.5,0,0,0
T Banton,18,22,2,2,9.0,81.81818181818183,22,13,2,1,1,59.09090909090909,9.090909090909092,9.0,0,0,0
T Henderson,11,16,2,1,11.0,68.75,16,11,1,0,1,68.75,6.25,11.0,0,0,0
T Kohler-Cadmore,48,54,3,3,16.0,88.88888888888889,54,33,8,7,1,61.111111111111114,14.814814814814813,6.0,0,0,0
T Kohli,11,20,3,3,3.6666666666666665,55.00000000000001,20,14,1,0,1,70.0,5.0,11.0,0,0,0
T Natarajan,3,5,2,0,3.0,60.0,5,2,0,0,0,40.0,0.0,3.0,0,0,0
T Shamsi,2,4,1,0,2.0,50.0,4,2,0,0,0,50.0,0.0,2.0,0,0,0
T Stubbs,405,239,17,9,45.0,169.4560669456067,239,64,52,26,26,26.778242677824267,21.75732217573222,7.788461538461538,3,3,0
T Taibu,31,26,3,3,10.333333333333334,119.23076923076923,26,9,3,3,0,34.61538461538461,11.538461538461538,10.333333333333334,0,0,0
T Thushara,12,19,4,2,6.0,63.1578947368421,19,10,0,0,0,52.63157894736842,0.0,12.0,0,0,0
TA Boult,83,82,22,7,11.857142857142858,101.21951219512195,82,38,8,5,3,46.34146341463415,9.75609756097561,10.375,0,0,0
TD Paine,10,29,2,2,5.0,34.48275862068966,29,19,0,0,0,65.51724137931035,0.0,10.0,0,0,0
TG Southee,120,108,19,11,10.909090909090908,111.11111111111111,108,47,12,8,4,43.51851851851852,11.11111111111111,10.0,1,0,0
TH David,659,417,35,23,28.652173913043477,158.0335731414868,417,140,84,38,46,33.573141486810556,20.14388489208633,7.845238095238095,10,0,0
TK Curran,127,108,10,5,25.4,117.59259259259258,108,37,13,10,3,34.25925925925926,12.037037037037036,9.76923076923077,0,1,0
TL Seifert,26,26,3,3,8.666666666666666,100.0,26,15,4,4,0,57.692307692307686,15.384615384615385,6.5,0,0,0
TL Suman,676,587,39,30,22.533333333333335,115.1618398637138,587,255,81,55,26,43.441226575809196,13.798977853492334,8.345679012345679,4,2,0
TM Dilshan,1153,1047,50,41,28.121951219512194,110.12416427889207,1047,492,164,140,24,46.99140401146132,15.663801337153775,7.030487804878049,8,9,0
TM Head,772,458,25,20,38.6,168.5589519650655,458,146,116,76,40,31.877729257641924,25.327510917030565,6.655172413793103,6,5,1
TM Srivastava,8,11,3,1,8.0,72.72727272727273,11,5,0,0,0,45.45454545454545,0.0,8.0,0,0,0
TR Birt,75,59,5,5,15.0,127.11864406779661,59,27,11,9,2,45.76271186440678,18.64406779661017,6.818181818181818,0,0,0
TS Mills,8,14,5,4,2.0,57.14285714285714,14,11,1,0,1,78.57142857142857,7.142857142857142,8.0,0,0,0
TU Deshpande,21,15,4,1,21.0,140.0,15,6,3,2,1,40.0,20.0,7.0,0,0,0
Tanush Kotian,24,32,1,1,24.0,75.0,32,18,3,3,0,56.25,9.375,8.0,0,0,0
Tilak Varma,1156,830,38,28,41.285714285714285,139.27710843373492,830,289,148,90,58,34.81927710843373,17.83132530120482,7.8108108108108105,14,6,0
U Kaul,0,1,1,0,0.0,0.0,1,1,0,0,0,100.0,0.0,0.0,0,0,0
UA Birla,7,15,1,1,7.0,46.666666666666664,15,11,1,1,0,73.33333333333333,6.666666666666667,7.0,0,0,0
UBT Chand,300,314,20,20,15.0,95.54140127388536,314,170,41,32,9,54.14012738853503,13.05732484076433,7.317073170731708,2,1,0
UT Khawaja,127,105,6,5,25.4,120.95238095238095,105,43,17,14,3,40.95238095238095,16.19047619047619,7.470588235294118,2,0,0
UT Yadav,208,211,48,21,9.904761904761905,98.5781990521327,211,106,25,16,9,50.23696682464455,11.848341232227488,8.32,0,0,0
Umar Gul,39,19,4,3,13.0,205.26315789473685,19,8,6,1,5,42.10526315789473,31.57894736842105,6.5,0,0,0
Umran Malik,23,16,5,1,23.0,143.75,16,8,3,1,2,50.0,18.75,7.666666666666667,0,0,0
V Kohli,8014,6236,244,218,36.76146788990825,128.51186658114176,6236,2198,981,708,273,35.24695317511225,15.731237973059653,8.169215086646279,51,56,8
V Pratap Singh,0,1,1,1,0.0,0.0,1,1,0,0,0,100.0,0.0,0.0,0,0,0
V Sehwag,2728,1833,104,98,27.836734693877553,148.82705946535734,1833,737,440,334,106,40.207310420076375,24.004364429896345,6.2,17,16,2
V Shankar,1115,890,58,43,25.930232558139537,125.2808988764045,890,312,125,80,45,35.056179775280896,14.04494382022472,8.92,4,6,0
V Viyaskanth,7,5,1,0,7.0,140.0,5,0,0,0,0,0.0,0.0,7.0,0,0,0
VG Arora,9,17,7,2,4.5,52.94117647058824,17,9,0,0,0,52.94117647058824,0.0,9.0,0,0,0
