player,batting_runs,balls_faced,batting_matches,dismissals,batting_average,batting_strike_rate,total_balls,dot_balls_batting,boundaries,fours,sixes,dot_ball_percentage_batting,boundary_percentage,runs_per_boundary,thirties,fifties,hundreds,bowler,runs_conceded,ball,wickets,bowling_matches,overs,bowling_economy,bowling_average,bowling_strike_rate,wickets_per_match,dot_balls_bowling,dot_ball_percentage_bowling,batting_score,bowling_score,allrounder_score
D Kalyankrishna,3,8,1,1,3.0,37.5,8,5,0,0,0,62.5,0.0,3.0,0,0,0,D Kalyankrishna,88,50,2,3,8.333333333333334,10.559999999999999,44.0,25.0,0.6666666666666666,10.0,20.0,0.047877010685845225,0.4142174070061394,0.2310472088459923
D Pretorius,44,28,5,4,11.0,157.14285714285714,28,10,6,3,3,35.714285714285715,21.428571428571427,7.333333333333333,0,0,0,D Pretorius,242,166,7,7,27.666666666666668,8.74698795180723,34.57142857142857,23.714285714285715,1.0,42.0,25.301204819277107,0.1968390138685871,0.46047375386082323,0.3286563838647052
D Salunkhe,33,24,3,1,33.0,137.5,24,8,5,5,0,33.33333333333333,20.833333333333336,6.6,0,0,0,D Salunkhe,80,51,1,5,8.5,9.411764705882353,80.0,51.0,0.2,13.0,25.49019607843137,0.25164711754429747,0.33883117710789623,0.29523914732609685
D Wiese,148,105,11,6,24.666666666666668,140.95238095238096,105,34,19,12,7,32.38095238095238,18.095238095238095,7.7894736842105265,1,0,0,D Wiese,447,307,17,15,51.166666666666664,8.736156351791532,26.294117647058822,18.058823529411764,1.1333333333333333,82.0,26.710097719869708,0.23243036266619999,0.49844484666583766,0.3654376046660188
D du Preez,10,13,1,1,10.0,76.92307692307693,13,5,0,0,0,38.46153846153847,0.0,10.0,0,0,0,D du Preez,56,43,4,2,7.166666666666667,7.813953488372093,14.0,10.75,2.0,18.0,41.86046511627907,0.11151311254256101,0.5100877657117422,0.3108004391271516
DA Warner,6567,4849,184,164,40.042682926829265,135.4299855640338,4849,1873,899,663,236,38.62652093215096,18.539905135079398,7.304783092324805,30,62,4,DA Warner,2,2,0,1,0.3333333333333333,6.0,2.0,2.0,0.0,,,0.5997155232206957,0.5453846153846154,0.5725500693026555
DAJ Bracewell,12,9,1,0,12.0,133.33333333333331,9,1,1,1,0,11.11111111111111,11.11111111111111,12.0,0,0,0,DAJ Bracewell,32,25,3,1,4.166666666666667,7.68,10.666666666666666,8.333333333333334,3.0,10.0,40.0,0.17484137607671418,0.5170184182015167,0.3459298971391155
DB Ravi Teja,375,325,25,20,18.75,115.38461538461537,325,124,44,35,9,38.15384615384615,13.538461538461538,8.522727272727273,4,1,0,DB Ravi Teja,28,18,1,2,3.0,9.333333333333334,28.0,18.0,0.5,4.0,22.22222222222222,0.19802231475163218,0.45948477187913805,0.3287535433153851
DE Bollinger,21,23,4,1,21.0,91.30434782608695,23,11,2,1,1,47.82608695652174,8.695652173913043,10.5,0,0,0,DE Bollinger,716,600,43,27,100.0,7.16,16.651162790697676,13.953488372093023,1.5925925925925926,254.0,42.333333333333336,0.1639434226270035,0.582658746756028,0.3733010846915158
DG Nalkande,12,12,2,2,6.0,100.0,12,5,1,0,1,41.66666666666667,8.333333333333332,12.0,0,0,0,DG Nalkande,150,89,6,6,14.833333333333334,10.112359550561797,25.0,14.833333333333334,1.0,22.0,24.719101123595504,0.12105349728883544,0.46930563502014677,0.2951795661544911
DJ Bravo,1560,1247,110,69,22.608695652173914,125.10024057738573,1247,498,186,120,66,39.93584603047314,14.91579791499599,8.387096774193548,10,5,0,DJ Bravo,4436,3296,207,158,549.3333333333334,8.075242718446601,21.429951690821255,15.922705314009661,1.3101265822784811,998.0,30.279126213592235,0.28003907784931403,0.8719849703746829,0.5760120241119985
DJ Harris,111,103,4,3,37.0,107.76699029126213,103,52,16,11,5,50.48543689320388,15.53398058252427,6.9375,2,0,0,DJ Harris,26,18,0,2,3.0,8.666666666666666,26.0,18.0,0.0,4.0,22.22222222222222,0.2394436583948082,0.46777777777777774,0.35361071808629296
DJ Hooda,1466,1170,96,77,19.038961038961038,125.2991452991453,1170,402,157,96,61,34.35897435897436,13.418803418803419,9.337579617834395,6,8,0,DJ Hooda,535,384,10,33,64.0,8.359375,53.5,38.4,0.30303030303030304,101.0,26.302083333333332,0.26337664338469746,0.42565634592813284,0.34451649465641515
DJ Hussey,1322,1101,61,49,26.979591836734695,120.07266121707538,1101,425,150,90,60,38.60127157129882,13.623978201634879,8.813333333333333,14,5,0,DJ Hussey,485,323,10,26,53.833333333333336,9.009287925696594,48.5,32.3,0.38461538461538464,86.0,26.625386996904027,0.2780330695562851,0.4317788664191228,0.3549059679877039
DJ Mitchell,351,274,15,13,27.0,128.1021897810219,274,82,38,28,10,29.927007299270077,13.86861313868613,9.236842105263158,2,2,0,DJ Mitchell,97,51,1,4,8.5,11.411764705882353,97.0,51.0,0.25,5.0,9.803921568627452,0.23766698547945872,0.28293374121046033,0.26030036334495954
DJ Muthuswami,1,3,1,1,1.0,33.33333333333333,3,2,0,0,0,66.66666666666666,0.0,1.0,0,0,0,DJ Muthuswami,108,84,4,6,14.0,7.714285714285714,27.0,21.0,0.6666666666666666,44.0,52.38095238095239,0.03679233689528173,0.48091833049579524,0.2588553336955385
DJ Thornely,39,54,4,3,13.0,72.22222222222221,54,31,4,2,2,57.407407407407405,7.4074074074074066,9.75,1,0,0,DJ Thornely,40,44,3,4,7.333333333333333,5.454545454545455,13.333333333333334,14.666666666666666,0.75,19.0,43.18181818181818,0.11848699750184652,0.5294100265931252,0.32394851204748587
DJ Willey,53,64,5,3,17.666666666666668,82.8125,64,36,7,7,0,56.25,10.9375,7.571428571428571,0,0,0,DJ Willey,277,221,7,11,36.833333333333336,7.520361990950226,39.57142857142857,31.571428571428573,0.6363636363636364,79.0,35.74660633484163,0.14568514332872018,0.4591571753295034,0.3024211593291118
DJG Sammy,295,251,20,15,19.666666666666668,117.52988047808766,251,108,33,15,18,43.02788844621514,13.147410358565736,8.93939393939394,0,1,0,DJG Sammy,354,244,14,19,40.666666666666664,8.704918032786885,25.285714285714285,17.428571428571427,0.7368421052631579,72.0,29.508196721311474,0.19929956761650452,0.49539844785400083,0.3473490077352527
DJM Short,115,102,7,7,16.428571428571427,112.74509803921569,102,48,16,11,5,47.05882352941176,15.686274509803921,7.1875,2,0,0,DJM Short,23,18,1,2,3.0,7.666666666666667,23.0,18.0,0.5,7.0,38.88888888888889,0.1744915466243216,0.48491212230648845,0.329701834465405
DL Chahar,80,61,12,7,11.428571428571429,131.14754098360655,61,24,8,2,6,39.34426229508197,13.114754098360656,10.0,1,0,0,DL Chahar,2243,1746,79,81,291.0,7.707903780068729,28.39240506329114,22.10126582278481,0.9753086419753086,708.0,40.549828178694156,0.17410159217324545,0.6186033412497232,0.3963524667114843
DL Vettori,121,118,16,7,17.285714285714285,102.54237288135593,118,46,13,11,2,38.983050847457626,11.016949152542372,9.307692307692308,0,0,0,DL Vettori,894,785,34,34,130.83333333333334,6.83312101910828,26.294117647058822,23.08823529411765,1.0,270.0,34.394904458598724,0.1675103753056848,0.5462283570673061,0.35686936618649545
DNT Zoysa,11,9,2,1,11.0,122.22222222222223,9,3,1,1,0,33.33333333333333,11.11111111111111,11.0,0,0,0,DNT Zoysa,100,69,2,3,11.5,8.695652173913043,50.0,34.5,0.6666666666666666,24.0,34.78260869565217,0.16027126140365472,0.4159074850440435,0.2880893732238491
DP Nannes,4,13,2,1,4.0,30.76923076923077,13,9,0,0,0,69.23076923076923,0.0,4.0,0,0,0,DP Nannes,815,689,38,29,114.83333333333333,7.097242380261249,21.44736842105263,18.13157894736842,1.3103448275862069,285.0,41.36429608127721,0.0446052450170244,0.5627238887197348,0.3036645668683796
DP Vijaykumar,1,1,1,0,1.0,100.0,1,0,0,0,0,0.0,0.0,1.0,0,0,0,DP Vijaykumar,205,159,4,9,26.5,7.735849056603773,51.25,39.75,0.4444444444444444,63.0,39.62264150943396,0.1034590035619484,0.42477709751493964,0.264118050538444
DR Sams,44,48,13,10,4.4,91.66666666666666,48,26,4,1,3,54.166666666666664,8.333333333333332,11.0,0,0,0,DR Sams,528,389,15,16,64.83333333333333,8.143958868894602,35.2,25.933333333333334,0.9375,142.0,36.50385604113111,0.10886282339239664,0.4790719209462828,0.2939673721693397
DR Smith,2385,1803,88,81,29.444444444444443,132.27953410981698,1803,832,362,245,117,46.1453133666112,20.077648363838048,6.588397790055248,18,17,0,DR Smith,825,557,27,46,92.83333333333333,8.88689407540395,30.555555555555557,20.62962962962963,0.5869565217391305,168.0,30.16157989228007,0.35169999905374083,0.5061339542109259,0.42891697663233336
DS Kulkarni,104,113,20,9,11.555555555555555,92.03539823008849,113,50,9,7,2,44.24778761061947,7.964601769911504,11.555555555555555,0,0,0,DS Kulkarni,2513,1876,91,92,312.6666666666667,8.03731343283582,27.615384615384617,20.615384615384617,0.9891304347826086,742.0,39.55223880597015,0.13662025352120782,0.6401865961881567,0.38840342485468227
DT Christian,460,408,41,28,16.428571428571427,112.74509803921569,408,145,42,23,19,35.53921568627451,10.294117647058822,10.952380952380953,2,0,0,DT Christian,1218,922,40,49,153.66666666666666,7.926247288503254,30.45,23.05,0.8163265306122449,296.0,32.10412147505423,0.1917114118601589,0.5387960793852609,0.36525374562270985
DW Steyn,167,163,33,22,7.590909090909091,102.45398773006136,163,72,17,14,3,44.171779141104295,10.429447852760736,9.823529411764707,0,0,0,DW Steyn,2583,2282,105,95,380.3333333333333,6.791411042944786,24.6,21.733333333333334,1.105263157894737,1019.0,44.65381244522349,0.13666749993081748,0.6838187757977786,0.41024313786429806
F du Plessis,4571,3435,138,125,36.568,133.07132459970887,3435,1219,588,422,166,35.48762736535662,17.117903930131003,7.773809523809524,29,37,0,F du Plessis,16,6,0,1,1.0,16.0,16.0,6.0,0.0,,,0.4858856971749749,0.4297435897435897,0.4578146434592823
FA Allen,14,19,3,2,7.0,73.68421052631578,19,9,1,1,0,47.368421052631575,5.263157894736842,14.0,0,0,0,FA Allen,136,91,2,4,15.166666666666666,8.967032967032967,68.0,45.5,0.5,26.0,28.57142857142857,0.09824662402995712,0.37210751689624927,0.2351770704631032
FH Edwards,4,5,2,1,4.0,80.0,5,3,0,0,0,60.0,0.0,4.0,0,0,0,FH Edwards,160,150,6,6,25.0,6.4,26.666666666666668,25.0,1.0,70.0,46.666666666666664,0.09383601424779364,0.4963958107620079,0.29511591250490077
FY Fazal,183,179,11,9,20.333333333333332,102.23463687150837,179,74,23,22,1,41.340782122905026,12.849162011173185,7.956521739130435,3,0,0,FY Fazal,20,12,1,2,2.0,10.0,20.0,12.0,0.5,1.0,8.333333333333332,0.18068683416261255,0.47239075478512094,0.32653879447386674
Fazalhaq Farooqi,3,13,2,0,3.0,23.076923076923077,13,10,0,0,0,76.92307692307693,0.0,3.0,0,0,0,Fazalhaq Farooqi,229,162,6,7,27.0,8.481481481481481,38.166666666666664,27.0,0.8571428571428571,56.0,34.5679012345679,0.0334539337627683,0.45251167021120076,0.24298280198698452
G Coetzee,14,22,5,4,3.5,63.63636363636363,22,13,1,0,1,59.09090909090909,4.545454545454546,14.0,0,0,0,G Coetzee,357,216,13,10,36.0,9.916666666666666,27.46153846153846,16.615384615384617,1.3,71.0,32.870370370370374,0.0762669589581868,0.47840147558592844,0.27733421727205765
GB Hogg,22,22,4,2,11.0,100.0,22,5,1,1,0,22.727272727272727,4.545454545454546,22.0,0,0,0,GB Hogg,585,466,25,21,77.66666666666667,7.532188841201716,23.4,18.64,1.1904761904761905,159.0,34.12017167381974,0.13859807836286497,0.5301801164641641,0.3343890974135145
GC Viljoen,3,7,3,2,1.5,42.857142857142854,7,5,0,0,0,71.42857142857143,0.0,3.0,0,0,0,GC Viljoen,229,146,8,6,24.333333333333332,9.41095890410959,28.625,18.25,1.3333333333333333,43.0,29.45205479452055,0.04812051717935171,0.47054112433646483,0.25933082075790825
GD McGrath,4,5,2,1,4.0,80.0,5,4,1,1,0,80.0,20.0,4.0,0,0,0,GD McGrath,366,329,14,14,54.833333333333336,6.674772036474164,26.142857142857142,23.5,1.0,153.0,46.504559270516715,0.09383601424779364,0.5103383091785848,0.3020871617131892
GD Phillips,65,55,8,7,9.285714285714286,118.18181818181819,55,32,9,3,6,58.18181818181818,16.363636363636363,7.222222222222222,0,0,0,GD Phillips,40,31,2,4,5.166666666666667,7.741935483870967,20.0,15.5,0.5,10.0,32.25806451612903,0.15308198477339982,0.49308589335849673,0.3230839390659483
GH Vihari,284,331,23,20,14.2,85.80060422960725,331,146,24,23,1,44.10876132930513,7.250755287009064,11.833333333333334,3,0,0,GH Vihari,48,43,1,6,7.166666666666667,6.697674418604651,48.0,43.0,0.16666666666666666,17.0,39.53488372093023,0.14838488855022797,0.4352947500146976,0.2918398192824628
GHS Garton,2,4,2,1,2.0,50.0,4,2,0,0,0,50.0,0.0,2.0,0,0,0,GHS Garton,136,97,3,5,16.166666666666668,8.412371134020617,45.333333333333336,32.333333333333336,0.6,31.0,31.958762886597935,0.056918007123896816,0.4309153254180116,0.2439166662709542
GJ Maxwell,2772,1842,128,111,24.972972972972972,150.4885993485342,1842,704,393,233,160,38.219326818675356,21.335504885993487,7.0534351145038165,19,18,0,GJ Maxwell,1311,965,41,79,160.83333333333334,8.151295336787564,31.975609756097562,23.536585365853657,0.5189873417721519,301.0,31.191709844559583,0.3739816082046576,0.5352779753565055,0.4546297917805815
GR Napier,15,16,1,1,15.0,93.75,16,7,1,1,0,43.75,6.25,15.0,0,0,0,GR Napier,28,24,1,1,4.0,7.0,28.0,24.0,1.0,8.0,33.33333333333333,0.1456350534292261,0.4789292163235825,0.3122821348764043
Gulbadin Naib,19,15,1,1,19.0,126.66666666666666,15,4,2,1,1,26.666666666666668,13.333333333333334,9.5,0,0,0,Gulbadin Naib,12,6,0,1,1.0,12.0,12.0,6.0,0.0,1.0,16.666666666666664,0.19238773434368642,0.4723076923076923,0.33234771332568935
Gurkeerat Singh,511,436,32,27,18.925925925925927,117.20183486238531,436,170,66,55,11,38.99082568807339,15.137614678899084,7.742424242424242,1,2,0,Gurkeerat Singh,97,82,5,6,13.666666666666666,7.097560975609756,19.4,16.4,0.8333333333333334,26.0,31.70731707317073,0.2072274024927695,0.5054740991288569,0.3563507508108132
HF Gurney,1,5,1,0,1.0,20.0,5,4,0,0,0,80.0,0.0,1.0,0,0,0,HF Gurney,239,169,7,8,28.166666666666668,8.485207100591715,34.142857142857146,24.142857142857142,0.875,50.0,29.585798816568047,0.02345900356194841,0.4636442719432969,0.24355163775262265
HH Pandya,2534,1814,128,89,28.471910112359552,139.69128996692393,1814,656,326,189,137,36.163175303197356,17.971334068357223,7.773006134969325,20,10,0,HH Pandya,2196,1485,70,93,247.5,8.872727272727273,31.37142857142857,21.214285714285715,0.7526881720430108,481.0,32.390572390572395,0.3632332822363258,0.5851204007260346,0.47417684148118017
HR Shokeen,66,67,5,3,22.0,98.50746268656717,67,33,9,9,0,49.25373134328358,13.432835820895523,7.333333333333333,0,0,0,HR Shokeen,320,213,5,13,35.5,9.014084507042254,64.0,42.6,0.38461538461538464,78.0,36.61971830985916,0.17680169777516214,0.3865799927771758,0.28169084527616894
HV Patel,249,214,37,26,9.576923076923077,116.35514018691589,214,99,31,16,15,46.26168224299065,14.485981308411214,8.03225806451613,2,0,0,HV Patel,3215,2284,151,103,380.6666666666667,8.44570928196147,21.29139072847682,15.125827814569536,1.4660194174757282,710.0,31.08581436077058,0.16143199214703463,0.7640531858301813,0.462742588988608
Harbhajan Singh,833,636,88,56,14.875,130.9748427672956,636,285,121,79,42,44.81132075471698,19.025157232704405,6.884297520661157,5,1,0,Harbhajan Singh,4101,3496,161,160,582.6666666666666,7.0383295194508015,25.472049689440993,21.714285714285715,1.00625,1263.0,36.12700228832952,0.22326230987031986,0.784913018715473,0.5040876642928964
Harmeet Singh,18,12,4,2,9.0,150.0,12,5,3,3,0,41.66666666666667,25.0,6.0,0,0,0,Harmeet Singh,747,574,31,28,95.66666666666667,7.808362369337979,24.096774193548388,18.516129032258064,1.1071428571428572,201.0,35.01742160278746,0.18158024593325317,0.5375383355835146,0.3595592907583839
Harpreet Brar,233,201,24,12,19.416666666666668,115.92039800995025,201,85,28,19,9,42.28855721393035,13.930348258706468,8.321428571428571,0,0,0,Harpreet Brar,907,692,25,39,115.33333333333333,7.864161849710983,36.28,27.68,0.6410256410256411,229.0,33.09248554913295,0.1937432279439294,0.49769059780351,0.3457169128737197
Harshit Rana,2,3,3,2,1.0,66.66666666666666,3,2,0,0,0,66.66666666666666,0.0,2.0,0,0,0,Harshit Rana,590,403,27,19,67.16666666666667,8.784119106699752,21.85185185185185,14.925925925925926,1.4210526315789473,148.0,36.72456575682382,0.07017558288147256,0.527075882368931,0.29862573262520176
I Malhotra,7,4,1,0,7.0,175.0,4,0,1,1,0,0.0,25.0,7.0,0,0,0,I Malhotra,23,6,0,1,1.0,23.0,23.0,6.0,0.0,,,0.19921302493363888,0.35525641025641025,0.27723471759502455
I Sharma,57,71,21,7,8.142857142857142,80.28169014084507,71,39,6,4,2,54.929577464788736,8.450704225352112,9.5,0,0,0,I Sharma,3255,2429,96,110,404.8333333333333,8.04034582132565,33.90625,25.302083333333332,0.8727272727272727,969.0,39.89296006587073,0.11088645161346279,0.6350336159887724,0.3729600338011176
I Udana,15,11,4,3,5.0,136.36363636363635,11,4,2,1,1,36.36363636363637,18.181818181818183,7.5,0,0,0,I Udana,286,182,8,10,30.333333333333332,9.428571428571429,35.75,22.75,0.8,45.0,24.725274725274726,0.15415778070195335,0.4539520456069752,0.3040549131544643
IC Pandey,0,2,1,1,0.0,0.0,2,2,0,0,0,100.0,0.0,0.0,0,0,0,IC Pandey,609,469,19,24,78.16666666666667,7.791044776119403,32.05263157894737,24.68421052631579,0.7916666666666666,212.0,45.20255863539446,0.0,0.4967877667033481,0.24839388335167406
IK Pathan,1150,985,82,53,21.69811320754717,116.75126903553299,985,373,126,88,38,37.86802030456853,12.791878172588833,9.126984126984127,9,1,0,IK Pathan,2711,2113,99,101,352.1666666666667,7.698059630856601,27.383838383838384,21.343434343434343,0.9801980198019802,835.0,39.51727401798391,0.24812166030193172,0.6585715228404683,0.4533465915712
IS Sodhi,7,18,2,2,3.5,38.88888888888889,18,11,0,0,0,61.111111111111114,0.0,7.0,0,0,0,IS Sodhi,204,182,9,8,30.333333333333332,6.725274725274725,22.666666666666668,20.22222222222222,1.125,64.0,35.16483516483517,0.051170095640709574,0.5085497600990558,0.27985992786988273
Imran Tahir,33,37,8,4,8.25,89.1891891891892,37,21,5,5,0,56.75675675675676,13.513513513513514,6.6,0,0,0,Imran Tahir,1729,1340,86,59,223.33333333333334,7.741791044776119,20.1046511627907,15.581395348837209,1.4576271186440677,437.0,32.61194029850746,0.11896130673348668,0.6505920732074968,0.38477668997049175
Iqbal Abdulla,88,86,13,1,88.0,102.32558139534885,86,36,10,9,1,41.86046511627907,11.627906976744185,8.8,1,0,0,Iqbal Abdulla,1125,943,45,48,157.16666666666666,7.158006362672323,25.0,20.955555555555556,0.9375,331.0,35.100742311770944,0.4067178948468088,0.5671646815389441,0.4869412881928764
J Botha,409,364,28,22,18.59090909090909,112.36263736263736,364,138,44,39,5,37.91208791208791,12.087912087912088,9.295454545454545,3,1,0,J Botha,818,709,27,34,118.16666666666667,6.922425952045134,30.296296296296298,26.25925925925926,0.7941176470588235,254.0,35.82510578279267,0.19615501155490833,0.5231028125038732,0.3596289120293908
J Suchith,70,62,9,4,17.5,112.90322580645163,62,30,9,6,3,48.38709677419355,14.516129032258066,7.777777777777778,1,0,0,J Suchith,604,434,20,21,72.33333333333333,8.350230414746544,30.2,21.7,0.9523809523809523,140.0,32.25806451612903,0.17605620241556746,0.4982811242974805,0.33716866335652396
J Syed Mohammad,29,27,5,2,14.5,107.40740740740742,27,11,4,4,0,40.74074074074074,14.814814814814813,7.25,0,0,0,J Syed Mohammad,286,196,10,11,32.666666666666664,8.755102040816327,28.6,19.6,0.9090909090909091,47.0,23.97959183673469,0.15828669252209307,0.4798201590495353,0.3190534257858142
J Theron,10,13,4,2,5.0,76.92307692307693,13,6,1,1,0,46.15384615384615,7.6923076923076925,10.0,0,0,0,J Theron,311,235,13,10,39.166666666666664,7.940425531914894,23.923076923076923,18.076923076923077,1.3,68.0,28.936170212765955,0.09446765799710646,0.5030358321822326,0.2987517450896695
J Yadav,40,38,4,2,20.0,105.26315789473684,38,14,3,2,1,36.84210526315789,7.894736842105263,13.333333333333334,0,0,0,J Yadav,447,398,9,20,66.33333333333333,6.738693467336684,49.666666666666664,44.22222222222222,0.45,153.0,38.44221105527638,0.17544148219085498,0.4461302449408472,0.3107858635658511
JA Morkel,975,712,67,40,24.375,136.93820224719101,712,252,116,61,55,35.39325842696629,16.292134831460675,8.405172413793103,4,3,0,JA Morkel,2409,1807,96,87,301.1666666666667,7.998893193137797,25.09375,18.822916666666668,1.103448275862069,646.0,35.749861649142225,0.26869962969234384,0.655715593018543,0.4622076113554434
JA Richardson,17,27,3,3,5.666666666666667,62.96296296296296,27,17,2,2,0,62.96296296296296,7.4074074074074066,8.5,0,0,0,JA Richardson,162,94,3,4,15.666666666666666,10.340425531914894,54.0,31.333333333333332,0.75,30.0,31.914893617021278,0.08312965987972226,0.3948482054355593,0.2389889326576408
JC Archer,199,132,23,13,15.307692307692308,150.75757575757575,132,47,25,11,14,35.60606060606061,18.939393939393938,7.96,0,0,0,JC Archer,1210,987,49,40,164.5,7.355623100303951,24.693877551020407,20.142857142857142,1.225,420.0,42.5531914893617,0.2128755083615328,0.5737360489019379,0.3933057786317353
JD Ryder,604,466,29,29,20.82758620689655,129.6137339055794,466,200,88,69,19,42.91845493562232,18.88412017167382,6.863636363636363,4,4,0,JD Ryder,314,241,11,16,40.166666666666664,7.817427385892117,28.545454545454547,21.90909090909091,0.6875,79.0,32.780082987551864,0.23076411102774724,0.48963792290541164,0.36020101696657947
JD Unadkat,197,170,27,14,14.071428571428571,115.88235294117648,170,70,23,16,7,41.17647058823529,13.529411764705882,8.565217391304348,0,0,0,JD Unadkat,3219,2194,109,104,365.6666666666667,8.803099361896079,29.53211009174312,20.128440366972477,1.0480769230769231,684.0,31.175934366453966,0.17368592477488307,0.6631846510429791,0.4184352879089311
JDP Oram,106,110,11,8,13.25,96.36363636363636,110,50,11,6,5,45.45454545454545,10.0,9.636363636363637,1,0,0,JDP Oram,362,244,13,14,40.666666666666664,8.901639344262296,27.846153846153847,18.76923076923077,0.9285714285714286,79.0,32.37704918032787,0.14682483211198583,0.4859724626414679,0.31639864737672685
JDS Neesham,92,93,10,8,11.5,98.9247311827957,93,40,8,6,2,43.01075268817204,8.60215053763441,11.5,0,0,0,JDS Neesham,342,222,8,13,37.0,9.243243243243244,42.75,27.75,0.6153846153846154,63.0,28.37837837837838,0.1427212407002311,0.43934260099753053,0.2910319208488808
JE Root,10,15,1,1,10.0,66.66666666666666,15,8,1,1,0,53.333333333333336,6.666666666666667,10.0,0,0,0,JE Root,15,12,0,1,2.0,7.5,15.0,12.0,0.0,1.0,8.333333333333332,0.10125670228615073,0.5028846153846154,0.30207065883538303
JE Taylor,3,4,2,0,3.0,75.0,4,2,0,0,0,50.0,0.0,3.0,0,0,0,JE Taylor,167,122,6,5,20.333333333333332,8.213114754098362,27.833333333333332,20.333333333333332,1.2,48.0,39.34426229508197,0.08537701068584522,0.4785942134522139,0.28198561206902956
JEC Franklin,327,309,16,11,29.727272727272727,105.8252427184466,309,124,34,25,9,40.1294498381877,11.003236245954692,9.617647058823529,2,1,0,JEC Franklin,225,155,9,15,25.833333333333332,8.70967741935484,25.0,17.22222222222222,0.6,39.0,25.161290322580644,0.22348965540946047,0.4866284555971062,0.3550590555032833
JH Kallis,2427,2291,95,89,27.269662921348313,105.93627237014405,2291,982,299,255,44,42.8633784373636,13.051069402007856,8.117056856187292,17,17,0,JH Kallis,2348,1799,74,89,299.8333333333333,7.8310172317954425,31.72972972972973,24.31081081081081,0.8314606741573034,601.0,33.407448582545854,0.320039040814437,0.6004862059961529,0.46026262340529495
JJ Bumrah,68,80,26,8,8.5,85.0,80,37,6,5,1,46.25,7.5,11.333333333333334,0,0,0,JJ Bumrah,3840,3185,182,133,530.8333333333334,7.233908948194662,21.0989010989011,17.5,1.368421052631579,1228.0,38.555729984301415,0.11737133312158268,0.8328116912237018,0.4750915121726422
JJ van der Wath,18,17,3,2,9.0,105.88235294117648,17,8,2,1,1,47.05882352941176,11.76470588235294,9.0,0,0,0,JJ van der Wath,134,76,3,3,12.666666666666666,10.578947368421053,44.666666666666664,25.333333333333332,1.0,29.0,38.15789473684211,0.13746259887442963,0.4143989850031362,0.2759307919387829
JL Pattinson,15,13,2,1,15.0,115.38461538461537,13,4,2,2,0,30.76923076923077,15.384615384615385,7.5,0,0,0,JL Pattinson,321,222,11,10,37.0,8.675675675675675,29.181818181818183,20.181818181818183,1.1,77.0,34.68468468468468,0.16726966881384148,0.4810173223553505,0.324143495584596
JM Kemp,26,25,2,2,13.0,104.0,25,11,2,1,1,44.0,8.0,13.0,0,0,0,JM Kemp,58,47,3,5,7.833333333333333,7.404255319148937,19.333333333333332,15.666666666666666,0.6,15.0,31.914893617021278,0.1496159107924768,0.4993162905419423,0.32446610066720954
JO Holder,259,217,27,21,12.333333333333334,119.35483870967742,217,98,31,13,18,45.16129032258064,14.285714285714285,8.35483870967742,1,0,0,JO Holder,1489,1049,59,46,174.83333333333334,8.516682554814109,25.23728813559322,17.779661016949152,1.2826086956521738,321.0,30.60057197330791,0.1743276703452243,0.581585871744754,0.37795677104498915
JP Behrendorff,6,9,2,0,6.0,66.66666666666666,9,3,0,0,0,33.33333333333333,0.0,6.0,0,0,0,JP Behrendorff,563,379,22,17,63.166666666666664,8.91292875989446,25.59090909090909,17.227272727272727,1.2941176470588236,139.0,36.675461741424805,0.08742068803835709,0.5079842036022124,0.29770244582028477
JP Duminy,2029,1680,75,49,41.40816326530612,120.77380952380952,1680,562,205,126,79,33.45238095238095,12.202380952380953,9.897560975609757,13,14,0,JP Duminy,847,701,23,49,116.83333333333333,7.249643366619116,36.82608695652174,30.47826086956522,0.46938775510204084,234.0,33.38088445078459,0.36321077512158295,0.49779551594911153,0.43050314553534724
JP Faulkner,527,406,45,28,18.821428571428573,129.80295566502463,406,145,59,36,23,35.714285714285715,14.532019704433496,8.932203389830509,6,0,0,JP Faulkner,1849,1287,76,60,214.5,8.62004662004662,24.32894736842105,16.93421052631579,1.2666666666666666,399.0,31.002331002331,0.22027088475988782,0.6147455581647575,0.4175082214623227
JPR Scantlebury-Searles,8,6,2,1,8.0,133.33333333333331,6,3,1,0,1,50.0,16.666666666666664,8.0,0,0,0,JPR Scantlebury-Searles,89,45,2,3,7.5,11.866666666666667,44.5,22.5,0.6666666666666666,7.0,15.555555555555555,0.16100536182892056,0.4021746719634043,0.2815900168961624
JR Hazlewood,19,29,6,0,19.0,65.51724137931035,29,14,1,1,0,48.275862068965516,3.4482758620689653,19.0,0,0,0,JR Hazlewood,830,622,36,27,103.66666666666667,8.006430868167202,23.055555555555557,17.27777777777778,1.3333333333333333,259.0,41.639871382636656,0.1312383090563301,0.547680248362962,0.3394592787096461
JR Hopes,417,314,19,17,24.529411764705884,132.80254777070064,314,120,60,49,11,38.21656050955414,19.10828025477707,6.95,0,4,0,JR Hopes,562,369,14,20,61.5,9.138211382113822,40.142857142857146,26.357142857142858,0.7,105.0,28.455284552845526,0.23723911866468428,0.45750195565722873,0.3473705371609565
Jaskaran Singh,8,11,4,2,4.0,72.72727272727273,11,5,0,0,0,45.45454545454545,0.0,8.0,0,0,0,Jaskaran Singh,174,111,6,7,18.5,9.405405405405405,29.0,18.5,0.8571428571428571,39.0,35.13513513513514,0.08676293758649636,0.4659661503323475,0.27636454395942195
